>>>>>>>>>> Start item : ../data/Leeds.mp4
::: Run time Settings : {'Config load': 1, 'Config update': {'General': 1, 'Visualizer': 1, 'Figure': 1, 'Heatmap': 1, 'System': 1, 'Calibration': 0, 'Detector': 1}, 'Config save': 1}
:::::: Start File Checking ...
:: Loading Data and Configrations ...
: Background Found.
: Satellite Map Found.
: Visual Map Found.
: Road Mask Found.
: Road Boarder Found.
::: Camera size : (1920, 1080), Region of Interest : (1920, 1080),  Environment size :(1028, 1048)

 <<< Model is running on CUDA GPU >>> 

::: Configration Saved.
type: car vehicle id: 15 position: 465 20
type: person vehicle id: 14 position: 1308 293
type: car vehicle id: 12 position: 1631 245
type: person vehicle id: 11 position: 1489 356
type: person vehicle id: 10 position: 180 244
type: person vehicle id: 9 position: 1442 336
type: person vehicle id: 6 position: 382 180
type: person vehicle id: 4 position: 1551 372
type: person vehicle id: 68 position: 446 273
type: person vehicle id: 64 position: 516 501
type: person vehicle id: 63 position: 355 312
type: person vehicle id: 62 position: 202 242
type: person vehicle id: 58 position: 586 100
type: person vehicle id: 54 position: 1105 195
type: person vehicle id: 47 position: 1309 257
type: person vehicle id: 42 position: 437 279
type: car vehicle id: 39 position: 1401 186
type: car vehicle id: 38 position: 843 173
type: car vehicle id: 37 position: 1031 214
type: person vehicle id: 36 position: 730 880
type: person vehicle id: 35 position: 465 524
type: person vehicle id: 34 position: 551 437
type: car vehicle id: 33 position: 932 179
type: car vehicle id: 31 position: 583 39
type: person vehicle id: 30 position: 734 558
type: car vehicle id: 29 position: 706 93
type: person vehicle id: 28 position: 418 294
type: car vehicle id: 27 position: 710 265
type: person vehicle id: 26 position: 695 858
type: person vehicle id: 25 position: 385 305
type: person vehicle id: 23 position: 271 329
type: person vehicle id: 22 position: 337 318
type: person vehicle id: 20 position: 1417 314
type: person vehicle id: 19 position: 60 500
type: car vehicle id: 18 position: 35 122
type: car vehicle id: 17 position: 1854 332
type: person vehicle id: 16 position: 182 484
type: car vehicle id: 15 position: 465 20
type: person vehicle id: 14 position: 1308 295
type: car vehicle id: 12 position: 1631 245
type: person vehicle id: 11 position: 1488 356
type: person vehicle id: 10 position: 180 244
type: person vehicle id: 9 position: 1443 335
type: person vehicle id: 7 position: 440 248
type: person vehicle id: 6 position: 382 181
type: person vehicle id: 4 position: 1551 372
type: person vehicle id: 69 position: 494 515
type: person vehicle id: 68 position: 447 274
type: person vehicle id: 67 position: 998 158
type: person vehicle id: 64 position: 518 500
type: person vehicle id: 63 position: 353 310
type: person vehicle id: 62 position: 203 242
type: person vehicle id: 54 position: 1106 199
type: person vehicle id: 49 position: 1294 275
type: person vehicle id: 48 position: 1171 238
type: person vehicle id: 47 position: 1312 256
type: car vehicle id: 39 position: 1401 186
type: car vehicle id: 38 position: 845 175
type: car vehicle id: 37 position: 1032 214
type: person vehicle id: 36 position: 731 880
type: person vehicle id: 35 position: 463 525
type: person vehicle id: 34 position: 552 440
type: car vehicle id: 33 position: 932 179
type: car vehicle id: 31 position: 583 37
type: person vehicle id: 30 position: 737 560
type: car vehicle id: 29 position: 708 95
type: person vehicle id: 28 position: 417 294
type: car vehicle id: 27 position: 705 268
type: person vehicle id: 26 position: 694 858
type: person vehicle id: 25 position: 385 304
type: person vehicle id: 23 position: 270 332
type: person vehicle id: 22 position: 336 314
type: person vehicle id: 20 position: 1419 312
type: person vehicle id: 19 position: 57 499
type: car vehicle id: 18 position: 34 123
type: car vehicle id: 17 position: 1854 328
type: person vehicle id: 16 position: 183 486
type: car vehicle id: 15 position: 466 20
type: person vehicle id: 14 position: 1311 299
type: car vehicle id: 12 position: 1631 246
type: person vehicle id: 11 position: 1490 358
type: person vehicle id: 10 position: 182 245
type: person vehicle id: 9 position: 1441 337
type: person vehicle id: 6 position: 381 177
type: person vehicle id: 4 position: 1551 376
type: person vehicle id: 69 position: 495 513
type: person vehicle id: 68 position: 447 268
type: person vehicle id: 67 position: 1004 159
type: person vehicle id: 64 position: 518 500
type: person vehicle id: 62 position: 205 241
type: person vehicle id: 54 position: 1106 200
type: person vehicle id: 49 position: 1292 274
type: person vehicle id: 48 position: 1172 240
type: person vehicle id: 47 position: 1312 255
type: car vehicle id: 39 position: 1401 185
type: car vehicle id: 38 position: 848 177
type: car vehicle id: 37 position: 1031 215
type: person vehicle id: 36 position: 731 879
type: person vehicle id: 35 position: 462 524
type: person vehicle id: 34 position: 553 441
type: car vehicle id: 33 position: 933 179
type: car vehicle id: 31 position: 582 36
type: person vehicle id: 30 position: 739 560
type: car vehicle id: 29 position: 709 96
type: person vehicle id: 28 position: 417 293
type: car vehicle id: 27 position: 700 269
type: person vehicle id: 26 position: 694 858
type: person vehicle id: 25 position: 385 303
type: person vehicle id: 23 position: 269 334
type: person vehicle id: 22 position: 335 314
type: person vehicle id: 20 position: 1421 311
type: person vehicle id: 19 position: 53 497
type: car vehicle id: 18 position: 32 123
type: car vehicle id: 17 position: 1854 330
type: person vehicle id: 16 position: 183 487
type: car vehicle id: 15 position: 466 20
type: person vehicle id: 14 position: 1313 300
type: car vehicle id: 12 position: 1632 246
type: person vehicle id: 11 position: 1490 357
type: person vehicle id: 10 position: 182 246
type: person vehicle id: 9 position: 1440 336
type: person vehicle id: 6 position: 382 180
type: person vehicle id: 4 position: 1551 378
type: person vehicle id: 69 position: 495 513
type: person vehicle id: 68 position: 446 265
type: person vehicle id: 67 position: 1006 159
type: person vehicle id: 64 position: 517 500
type: person vehicle id: 62 position: 206 241
type: person vehicle id: 54 position: 1106 200
type: person vehicle id: 49 position: 1292 273
type: person vehicle id: 48 position: 1172 240
type: person vehicle id: 47 position: 1312 255
type: car vehicle id: 39 position: 1401 185
type: car vehicle id: 38 position: 848 177
type: car vehicle id: 37 position: 1031 215
type: person vehicle id: 36 position: 731 879
type: person vehicle id: 35 position: 461 524
type: person vehicle id: 34 position: 554 441
type: car vehicle id: 33 position: 933 179
type: car vehicle id: 31 position: 582 36
type: person vehicle id: 30 position: 739 561
type: car vehicle id: 29 position: 710 97
type: person vehicle id: 28 position: 417 293
type: car vehicle id: 27 position: 699 270
type: person vehicle id: 26 position: 694 858
type: person vehicle id: 25 position: 385 303
type: person vehicle id: 23 position: 269 334
type: person vehicle id: 22 position: 335 313
type: person vehicle id: 20 position: 1421 310
type: person vehicle id: 19 position: 52 497
type: car vehicle id: 18 position: 32 123
type: car vehicle id: 17 position: 1854 331
type: person vehicle id: 16 position: 183 487
type: car vehicle id: 15 position: 466 20
type: person vehicle id: 14 position: 1313 301
type: car vehicle id: 12 position: 1632 246
type: person vehicle id: 11 position: 1490 357
type: person vehicle id: 10 position: 183 246
type: person vehicle id: 9 position: 1439 336
type: person vehicle id: 6 position: 382 182
type: person vehicle id: 4 position: 1551 378
type: person vehicle id: 3 position: 1304 287
type: person vehicle id: 70 position: 1526 366
type: person vehicle id: 68 position: 448 270
type: person vehicle id: 64 position: 513 500
type: person vehicle id: 62 position: 208 240
type: person vehicle id: 58 position: 578 100
type: person vehicle id: 54 position: 1109 200
type: person vehicle id: 49 position: 1290 272
type: person vehicle id: 48 position: 1174 241
type: person vehicle id: 47 position: 1315 248
type: car vehicle id: 39 position: 1401 185
type: car vehicle id: 38 position: 852 181
type: car vehicle id: 37 position: 1031 214
type: person vehicle id: 36 position: 732 879
type: person vehicle id: 35 position: 459 522
type: person vehicle id: 34 position: 554 442
type: car vehicle id: 33 position: 934 179
type: car vehicle id: 31 position: 583 34
type: person vehicle id: 30 position: 742 562
type: car vehicle id: 29 position: 711 97
type: person vehicle id: 28 position: 417 293
type: car vehicle id: 27 position: 693 272
type: person vehicle id: 26 position: 693 859
type: person vehicle id: 25 position: 386 302
type: person vehicle id: 23 position: 269 336
type: person vehicle id: 22 position: 335 313
type: person vehicle id: 20 position: 1425 316
type: person vehicle id: 19 position: 49 497
type: car vehicle id: 17 position: 1854 332
type: person vehicle id: 16 position: 184 488
type: car vehicle id: 15 position: 466 20
type: person vehicle id: 14 position: 1314 300
type: car vehicle id: 12 position: 1632 246
type: person vehicle id: 11 position: 1489 359
type: person vehicle id: 10 position: 188 246
type: person vehicle id: 9 position: 1439 333
type: person vehicle id: 6 position: 383 183
type: person vehicle id: 4 position: 1551 378
type: person vehicle id: 70 position: 1524 368
type: person vehicle id: 68 position: 447 266
type: person vehicle id: 64 position: 510 499
type: person vehicle id: 62 position: 210 240
type: person vehicle id: 54 position: 1110 206
type: person vehicle id: 49 position: 1290 271
type: person vehicle id: 48 position: 1176 242
type: person vehicle id: 47 position: 1316 245
type: car vehicle id: 39 position: 1401 185
type: car vehicle id: 38 position: 855 184
type: car vehicle id: 37 position: 1031 215
type: person vehicle id: 36 position: 732 879
type: person vehicle id: 35 position: 457 521
type: person vehicle id: 34 position: 556 442
type: car vehicle id: 33 position: 935 179
type: car vehicle id: 31 position: 583 33
type: person vehicle id: 30 position: 743 563
type: car vehicle id: 29 position: 711 99
type: person vehicle id: 28 position: 417 294
type: car vehicle id: 27 position: 689 273
type: person vehicle id: 26 position: 693 859
type: person vehicle id: 25 position: 386 301
type: person vehicle id: 23 position: 268 338
type: person vehicle id: 22 position: 335 312
type: person vehicle id: 20 position: 1428 316
type: person vehicle id: 19 position: 47 497
type: car vehicle id: 17 position: 1854 334
type: person vehicle id: 16 position: 184 489
type: car vehicle id: 15 position: 466 20
type: person vehicle id: 14 position: 1316 301
type: car vehicle id: 12 position: 1632 246
type: person vehicle id: 11 position: 1490 358
type: person vehicle id: 10 position: 186 247
type: person vehicle id: 9 position: 1440 333
type: person vehicle id: 6 position: 384 183
type: person vehicle id: 4 position: 1551 378
type: person vehicle id: 70 position: 1524 368
type: person vehicle id: 68 position: 447 264
type: person vehicle id: 64 position: 510 498
type: person vehicle id: 62 position: 210 240
type: person vehicle id: 54 position: 1110 209
type: person vehicle id: 49 position: 1290 271
type: person vehicle id: 48 position: 1176 242
type: person vehicle id: 47 position: 1316 243
type: car vehicle id: 39 position: 1401 185
type: car vehicle id: 38 position: 857 185
type: car vehicle id: 37 position: 1031 215
type: person vehicle id: 36 position: 732 879
type: person vehicle id: 35 position: 457 521
type: person vehicle id: 34 position: 556 441
type: car vehicle id: 33 position: 936 179
type: car vehicle id: 31 position: 583 33
type: person vehicle id: 30 position: 744 563
type: car vehicle id: 29 position: 712 100
type: person vehicle id: 28 position: 417 294
type: car vehicle id: 27 position: 688 274
type: person vehicle id: 26 position: 693 859
type: person vehicle id: 25 position: 386 301
type: person vehicle id: 23 position: 268 339
type: person vehicle id: 22 position: 335 312
type: person vehicle id: 20 position: 1429 316
type: person vehicle id: 19 position: 47 498
type: car vehicle id: 17 position: 1854 335
type: person vehicle id: 16 position: 184 490
type: car vehicle id: 15 position: 466 19
type: person vehicle id: 14 position: 1316 301
type: car vehicle id: 12 position: 1632 246
type: person vehicle id: 11 position: 1490 358
type: person vehicle id: 10 position: 185 247
type: person vehicle id: 9 position: 1440 332
type: person vehicle id: 6 position: 384 184
type: person vehicle id: 4 position: 1551 378
type: person vehicle id: 70 position: 1525 366
type: person vehicle id: 68 position: 448 264
type: person vehicle id: 67 position: 1008 162
type: person vehicle id: 64 position: 508 496
type: person vehicle id: 62 position: 212 241
type: person vehicle id: 54 position: 1110 210
type: person vehicle id: 49 position: 1288 270
type: person vehicle id: 48 position: 1178 242
type: person vehicle id: 47 position: 1314 251
type: car vehicle id: 39 position: 1401 185
type: car vehicle id: 38 position: 859 186
type: car vehicle id: 37 position: 1031 215
type: person vehicle id: 36 position: 731 879
type: person vehicle id: 35 position: 455 519
type: person vehicle id: 34 position: 558 442
type: car vehicle id: 33 position: 937 179
type: car vehicle id: 31 position: 584 30
type: person vehicle id: 30 position: 746 563
type: car vehicle id: 29 position: 712 101
type: person vehicle id: 28 position: 416 293
type: car vehicle id: 27 position: 679 275
type: person vehicle id: 26 position: 693 859
type: person vehicle id: 25 position: 386 299
type: person vehicle id: 23 position: 267 340
type: person vehicle id: 22 position: 336 312
type: person vehicle id: 20 position: 1432 319
type: person vehicle id: 19 position: 46 498
type: car vehicle id: 18 position: 30 123
type: car vehicle id: 17 position: 1854 334
type: person vehicle id: 16 position: 185 490
type: car vehicle id: 15 position: 466 20
type: person vehicle id: 14 position: 1317 300
type: car vehicle id: 12 position: 1632 246
type: person vehicle id: 11 position: 1491 359
type: person vehicle id: 10 position: 188 246
type: person vehicle id: 6 position: 384 184
type: person vehicle id: 4 position: 1551 379
type: person vehicle id: 70 position: 1525 366
type: person vehicle id: 64 position: 504 496
type: person vehicle id: 62 position: 213 240
type: person vehicle id: 54 position: 1109 211
type: person vehicle id: 49 position: 1285 271
type: person vehicle id: 48 position: 1180 242
type: person vehicle id: 47 position: 1314 256
type: car vehicle id: 39 position: 1401 185
type: car vehicle id: 38 position: 863 188
type: car vehicle id: 37 position: 1031 215
type: person vehicle id: 36 position: 731 880
type: person vehicle id: 35 position: 453 518
type: person vehicle id: 34 position: 560 444
type: car vehicle id: 33 position: 938 179
type: car vehicle id: 31 position: 584 29
type: person vehicle id: 30 position: 747 566
type: car vehicle id: 29 position: 713 102
type: person vehicle id: 28 position: 416 292
type: car vehicle id: 27 position: 673 277
type: person vehicle id: 26 position: 693 859
type: person vehicle id: 25 position: 385 298
type: person vehicle id: 23 position: 266 341
type: person vehicle id: 22 position: 336 312
type: person vehicle id: 20 position: 1433 317
type: person vehicle id: 19 position: 44 497
type: car vehicle id: 18 position: 29 123
type: car vehicle id: 17 position: 1854 332
type: person vehicle id: 16 position: 185 491
type: car vehicle id: 15 position: 466 20
type: person vehicle id: 14 position: 1319 300
type: car vehicle id: 12 position: 1632 246
type: person vehicle id: 11 position: 1491 360
type: person vehicle id: 10 position: 185 246
type: person vehicle id: 6 position: 385 184
type: person vehicle id: 4 position: 1551 378
type: person vehicle id: 70 position: 1524 365
type: person vehicle id: 64 position: 502 496
type: person vehicle id: 62 position: 213 240
type: person vehicle id: 54 position: 1109 211
type: person vehicle id: 49 position: 1284 271
type: person vehicle id: 48 position: 1180 242
type: person vehicle id: 47 position: 1313 258
type: car vehicle id: 39 position: 1401 185
type: car vehicle id: 38 position: 865 189
type: car vehicle id: 37 position: 1031 215
type: person vehicle id: 36 position: 731 880
type: person vehicle id: 35 position: 452 517
type: person vehicle id: 34 position: 560 444
type: car vehicle id: 33 position: 939 178
type: car vehicle id: 31 position: 584 29
type: person vehicle id: 30 position: 748 567
type: car vehicle id: 29 position: 714 102
type: person vehicle id: 28 position: 416 291
type: car vehicle id: 27 position: 671 277
type: person vehicle id: 26 position: 693 859
type: person vehicle id: 25 position: 385 297
type: person vehicle id: 23 position: 265 341
type: person vehicle id: 22 position: 336 312
type: person vehicle id: 20 position: 1434 316
type: person vehicle id: 19 position: 43 497
type: car vehicle id: 18 position: 29 123
type: car vehicle id: 17 position: 1854 332
type: person vehicle id: 16 position: 185 491
type: car vehicle id: 15 position: 465 20
type: person vehicle id: 14 position: 1320 300
type: car vehicle id: 12 position: 1632 246
type: person vehicle id: 11 position: 1491 360
type: person vehicle id: 10 position: 184 246
type: person vehicle id: 6 position: 385 184
type: person vehicle id: 4 position: 1551 378
type: person vehicle id: 74 position: 1493 328
type: person vehicle id: 70 position: 1524 365
type: person vehicle id: 62 position: 214 240
type: person vehicle id: 54 position: 1111 207
type: person vehicle id: 49 position: 1282 270
type: person vehicle id: 48 position: 1182 244
type: person vehicle id: 47 position: 1315 249
type: car vehicle id: 39 position: 1401 185
type: car vehicle id: 38 position: 869 192
type: car vehicle id: 37 position: 1031 215
type: person vehicle id: 36 position: 730 880
type: person vehicle id: 35 position: 448 516
type: person vehicle id: 34 position: 562 448
type: car vehicle id: 33 position: 941 178
type: car vehicle id: 31 position: 586 27
type: person vehicle id: 30 position: 752 571
type: car vehicle id: 29 position: 716 104
type: person vehicle id: 28 position: 416 290
type: car vehicle id: 27 position: 666 279
type: person vehicle id: 26 position: 693 860
type: person vehicle id: 25 position: 384 297
type: person vehicle id: 23 position: 265 340
type: person vehicle id: 22 position: 336 308
type: person vehicle id: 19 position: 41 497
type: car vehicle id: 18 position: 28 123
type: car vehicle id: 17 position: 1854 334
type: person vehicle id: 16 position: 185 493
type: car vehicle id: 15 position: 465 20
type: person vehicle id: 14 position: 1321 300
type: car vehicle id: 12 position: 1633 246
type: person vehicle id: 11 position: 1491 361
type: person vehicle id: 10 position: 185 246
type: person vehicle id: 6 position: 385 184
type: person vehicle id: 4 position: 1551 379
type: person vehicle id: 74 position: 1491 322
type: person vehicle id: 70 position: 1525 365
type: person vehicle id: 62 position: 215 240
type: person vehicle id: 54 position: 1112 203
type: person vehicle id: 49 position: 1280 271
type: person vehicle id: 48 position: 1182 244
type: person vehicle id: 47 position: 1315 252
type: car vehicle id: 39 position: 1401 185
type: car vehicle id: 38 position: 872 193
type: car vehicle id: 37 position: 1031 215
type: person vehicle id: 36 position: 731 879
type: person vehicle id: 35 position: 446 515
type: person vehicle id: 34 position: 564 451
type: car vehicle id: 33 position: 942 178
type: car vehicle id: 31 position: 586 26
type: person vehicle id: 30 position: 754 574
type: car vehicle id: 29 position: 716 104
type: person vehicle id: 28 position: 416 289
type: car vehicle id: 27 position: 662 281
type: person vehicle id: 26 position: 693 860
type: person vehicle id: 25 position: 384 296
type: person vehicle id: 23 position: 265 340
type: person vehicle id: 22 position: 337 305
type: person vehicle id: 19 position: 39 499
type: car vehicle id: 18 position: 26 122
type: car vehicle id: 17 position: 1854 337
type: person vehicle id: 16 position: 186 495
type: car vehicle id: 15 position: 465 20
type: person vehicle id: 14 position: 1322 299
type: car vehicle id: 12 position: 1633 246
type: person vehicle id: 11 position: 1491 363
type: person vehicle id: 10 position: 184 246
type: person vehicle id: 6 position: 385 184
type: person vehicle id: 4 position: 1551 379
type: person vehicle id: 74 position: 1491 319
type: person vehicle id: 73 position: 1527 327
type: person vehicle id: 70 position: 1525 365
type: person vehicle id: 69 position: 483 496
type: person vehicle id: 62 position: 216 240
type: person vehicle id: 58 position: 568 98
type: person vehicle id: 54 position: 1112 201
type: person vehicle id: 49 position: 1279 271
type: person vehicle id: 48 position: 1183 244
type: person vehicle id: 47 position: 1315 253
type: person vehicle id: 40 position: 1458 357
type: car vehicle id: 39 position: 1401 185
type: car vehicle id: 38 position: 873 193
type: car vehicle id: 37 position: 1031 214
type: person vehicle id: 36 position: 731 879
type: person vehicle id: 35 position: 446 514
type: person vehicle id: 34 position: 564 451
type: car vehicle id: 33 position: 942 178
type: car vehicle id: 31 position: 586 26
type: person vehicle id: 30 position: 755 576
type: car vehicle id: 29 position: 716 104
type: person vehicle id: 28 position: 415 288
type: car vehicle id: 27 position: 660 282
type: person vehicle id: 26 position: 692 860
type: person vehicle id: 25 position: 384 296
type: person vehicle id: 23 position: 265 340
type: person vehicle id: 22 position: 337 305
type: person vehicle id: 19 position: 37 498
type: car vehicle id: 18 position: 26 122
type: car vehicle id: 17 position: 1854 338
type: person vehicle id: 16 position: 186 496
type: car vehicle id: 15 position: 465 19
type: person vehicle id: 14 position: 1323 298
type: car vehicle id: 12 position: 1633 245
type: person vehicle id: 11 position: 1490 363
type: person vehicle id: 10 position: 184 246
type: person vehicle id: 9 position: 1441 324
type: person vehicle id: 6 position: 384 184
type: person vehicle id: 4 position: 1551 379
type: person vehicle id: 3 position: 1302 271
type: person vehicle id: 74 position: 1487 319
type: person vehicle id: 70 position: 1525 366
type: person vehicle id: 69 position: 482 495
type: person vehicle id: 62 position: 216 240
type: person vehicle id: 58 position: 566 97
type: person vehicle id: 54 position: 1112 204
type: person vehicle id: 49 position: 1276 271
type: person vehicle id: 48 position: 1185 245
type: person vehicle id: 47 position: 1315 257
type: person vehicle id: 40 position: 1463 352
type: car vehicle id: 39 position: 1401 185
type: car vehicle id: 38 position: 877 196
type: car vehicle id: 37 position: 1031 214
type: person vehicle id: 36 position: 731 879
type: person vehicle id: 35 position: 444 514
type: person vehicle id: 34 position: 567 453
type: car vehicle id: 33 position: 943 178
type: car vehicle id: 31 position: 587 24
type: person vehicle id: 30 position: 758 581
type: car vehicle id: 29 position: 718 107
type: person vehicle id: 28 position: 416 288
type: car vehicle id: 27 position: 654 283
type: person vehicle id: 26 position: 692 860
type: person vehicle id: 25 position: 384 295
type: person vehicle id: 23 position: 264 341
type: person vehicle id: 22 position: 336 302
type: person vehicle id: 19 position: 35 498
type: car vehicle id: 17 position: 1854 335
type: person vehicle id: 16 position: 186 499
type: car vehicle id: 15 position: 465 20
type: person vehicle id: 14 position: 1325 298
type: car vehicle id: 12 position: 1633 245
type: person vehicle id: 11 position: 1490 362
type: person vehicle id: 10 position: 185 245
type: person vehicle id: 9 position: 1440 327
type: person vehicle id: 6 position: 381 175
type: person vehicle id: 4 position: 1551 378
type: person vehicle id: 3 position: 1304 270
type: person vehicle id: 74 position: 1487 318
type: person vehicle id: 70 position: 1525 366
type: person vehicle id: 69 position: 482 494
type: person vehicle id: 62 position: 217 240
type: person vehicle id: 58 position: 564 97
type: person vehicle id: 54 position: 1111 202
type: person vehicle id: 49 position: 1274 271
type: person vehicle id: 48 position: 1186 245
type: person vehicle id: 40 position: 1469 347
type: car vehicle id: 39 position: 1401 185
type: car vehicle id: 38 position: 881 200
type: car vehicle id: 37 position: 1031 214
type: person vehicle id: 36 position: 731 880
type: person vehicle id: 35 position: 442 513
type: person vehicle id: 34 position: 568 454
type: car vehicle id: 33 position: 943 179
type: car vehicle id: 31 position: 586 22
type: person vehicle id: 30 position: 761 583
type: car vehicle id: 29 position: 719 109
type: person vehicle id: 28 position: 416 287
type: car vehicle id: 27 position: 648 284
type: person vehicle id: 26 position: 692 860
type: person vehicle id: 25 position: 384 295
type: person vehicle id: 23 position: 264 342
type: person vehicle id: 22 position: 336 301
type: person vehicle id: 19 position: 33 498
type: car vehicle id: 17 position: 1854 334
type: person vehicle id: 16 position: 187 501
type: car vehicle id: 15 position: 465 20
type: person vehicle id: 14 position: 1326 298
type: car vehicle id: 12 position: 1633 244
type: person vehicle id: 11 position: 1490 362
type: person vehicle id: 10 position: 185 245
type: person vehicle id: 9 position: 1442 327
type: person vehicle id: 6 position: 380 170
type: person vehicle id: 4 position: 1551 378
type: person vehicle id: 3 position: 1304 269
type: person vehicle id: 74 position: 1487 318
type: person vehicle id: 71 position: 387 188
type: person vehicle id: 70 position: 1525 365
type: person vehicle id: 69 position: 482 494
type: person vehicle id: 68 position: 452 261
type: person vehicle id: 67 position: 1008 161
type: person vehicle id: 62 position: 217 240
type: person vehicle id: 58 position: 563 97
type: person vehicle id: 54 position: 1111 202
type: person vehicle id: 49 position: 1273 271
type: person vehicle id: 48 position: 1186 245
type: person vehicle id: 40 position: 1471 346
type: car vehicle id: 39 position: 1401 185
type: car vehicle id: 38 position: 883 201
type: car vehicle id: 37 position: 1031 214
type: person vehicle id: 36 position: 730 880
type: person vehicle id: 35 position: 441 513
type: person vehicle id: 34 position: 569 455
type: car vehicle id: 33 position: 943 179
type: car vehicle id: 31 position: 586 21
type: person vehicle id: 30 position: 762 584
type: car vehicle id: 29 position: 719 109
type: person vehicle id: 28 position: 415 286
type: car vehicle id: 27 position: 646 285
type: person vehicle id: 26 position: 692 860
type: person vehicle id: 25 position: 384 295
type: person vehicle id: 23 position: 264 342
type: person vehicle id: 22 position: 336 301
type: person vehicle id: 19 position: 32 498
type: car vehicle id: 17 position: 1854 333
type: person vehicle id: 16 position: 187 502
type: car vehicle id: 15 position: 465 20
type: person vehicle id: 14 position: 1327 298
type: car vehicle id: 12 position: 1633 244
type: person vehicle id: 11 position: 1490 362
type: person vehicle id: 10 position: 186 245
type: person vehicle id: 9 position: 1443 327
type: person vehicle id: 6 position: 379 168
type: person vehicle id: 4 position: 1551 378
type: person vehicle id: 3 position: 1304 269
type: person vehicle id: 78 position: 1127 222
type: person vehicle id: 75 position: 317 88
type: person vehicle id: 74 position: 1483 320
type: person vehicle id: 71 position: 390 195
type: person vehicle id: 70 position: 1525 364
type: person vehicle id: 69 position: 480 494
type: person vehicle id: 68 position: 452 262
type: person vehicle id: 62 position: 217 240
type: person vehicle id: 58 position: 561 98
type: person vehicle id: 54 position: 1110 203
type: person vehicle id: 49 position: 1271 270
type: person vehicle id: 48 position: 1187 246
type: person vehicle id: 40 position: 1473 349
type: car vehicle id: 39 position: 1401 186
type: car vehicle id: 38 position: 887 203
type: car vehicle id: 37 position: 1031 214
type: person vehicle id: 36 position: 730 881
type: person vehicle id: 35 position: 439 513
type: person vehicle id: 34 position: 569 455
type: car vehicle id: 33 position: 944 179
type: car vehicle id: 31 position: 587 21
type: person vehicle id: 30 position: 764 585
type: car vehicle id: 29 position: 720 110
type: person vehicle id: 28 position: 415 287
type: car vehicle id: 27 position: 639 287
type: person vehicle id: 26 position: 692 860
type: person vehicle id: 25 position: 384 295
type: person vehicle id: 23 position: 263 343
type: person vehicle id: 22 position: 336 301
type: person vehicle id: 19 position: 29 497
type: car vehicle id: 17 position: 1854 335
type: person vehicle id: 16 position: 189 504
type: car vehicle id: 15 position: 465 20
type: person vehicle id: 14 position: 1329 298
type: car vehicle id: 12 position: 1633 244
type: person vehicle id: 11 position: 1490 363
type: person vehicle id: 10 position: 184 245
type: person vehicle id: 9 position: 1443 327
type: person vehicle id: 6 position: 379 167
type: person vehicle id: 4 position: 1551 378
type: person vehicle id: 3 position: 1306 269
type: person vehicle id: 78 position: 1128 220
type: person vehicle id: 75 position: 316 88
type: person vehicle id: 74 position: 1480 321
type: person vehicle id: 71 position: 392 198
type: person vehicle id: 70 position: 1526 364
type: person vehicle id: 69 position: 478 493
type: person vehicle id: 68 position: 453 262
type: person vehicle id: 62 position: 217 240
type: person vehicle id: 58 position: 559 98
type: person vehicle id: 54 position: 1108 207
type: person vehicle id: 49 position: 1269 269
type: person vehicle id: 48 position: 1189 247
type: person vehicle id: 40 position: 1468 343
type: car vehicle id: 39 position: 1401 186
type: car vehicle id: 38 position: 890 205
type: car vehicle id: 37 position: 1031 214
type: person vehicle id: 36 position: 730 881
type: person vehicle id: 35 position: 439 513
type: person vehicle id: 34 position: 570 456
type: car vehicle id: 33 position: 944 179
type: car vehicle id: 31 position: 587 21
type: person vehicle id: 30 position: 765 585
type: car vehicle id: 29 position: 721 111
type: person vehicle id: 28 position: 415 287
type: car vehicle id: 27 position: 633 288
type: person vehicle id: 26 position: 692 860
type: person vehicle id: 25 position: 384 295
type: person vehicle id: 23 position: 263 344
type: person vehicle id: 22 position: 336 301
type: person vehicle id: 19 position: 26 496
type: car vehicle id: 17 position: 1854 334
type: person vehicle id: 16 position: 189 504
type: car vehicle id: 15 position: 465 19
type: person vehicle id: 14 position: 1332 298
type: car vehicle id: 12 position: 1633 244
type: person vehicle id: 11 position: 1490 362
type: person vehicle id: 10 position: 184 245
type: person vehicle id: 9 position: 1442 329
type: person vehicle id: 6 position: 380 167
type: person vehicle id: 4 position: 1551 377
type: person vehicle id: 3 position: 1306 268
type: person vehicle id: 78 position: 1129 220
type: person vehicle id: 75 position: 316 88
type: person vehicle id: 74 position: 1480 322
type: person vehicle id: 72 position: 1037 214
type: person vehicle id: 71 position: 393 199
type: person vehicle id: 70 position: 1526 364
type: person vehicle id: 69 position: 478 493
type: person vehicle id: 68 position: 453 262
type: person vehicle id: 62 position: 217 240
type: person vehicle id: 58 position: 559 98
type: person vehicle id: 54 position: 1107 210
type: person vehicle id: 49 position: 1269 269
type: person vehicle id: 48 position: 1190 248
type: person vehicle id: 40 position: 1466 340
type: car vehicle id: 39 position: 1401 186
type: car vehicle id: 38 position: 891 206
type: car vehicle id: 37 position: 1031 213
type: person vehicle id: 36 position: 730 881
type: person vehicle id: 35 position: 438 513
type: person vehicle id: 34 position: 570 456
type: car vehicle id: 33 position: 944 179
type: car vehicle id: 31 position: 587 20
type: person vehicle id: 30 position: 766 585
type: car vehicle id: 29 position: 721 112
