>>>>>>>>>> Start item : ../data/Leeds.mp4
::: Run time Settings : {'Config load': 1, 'Config update': {'General': 1, 'Visualizer': 1, 'Figure': 1, 'Heatmap': 1, 'System': 1, 'Calibration': 0, 'Detector': 1}, 'Config save': 1}
:::::: Start File Checking ...
:: Loading Data and Configrations ...
: Background Found.
: Satellite Map Found.
: Visual Map Found.
: Road Mask Found.
: Road Boarder Found.
::: Camera size : (1920, 1080), Region of Interest : (1920, 1080),  Environment size :(1028, 1048)

 <<< Model is running on CUDA GPU >>> 

::: Configration Saved.
type: car vehicle id: 12 position: 1634 245
type: person vehicle id: 11 position: 1489 357
type: person vehicle id: 10 position: 186 244
type: person vehicle id: 9 position: 1444 341
type: person vehicle id: 8 position: 830 91
type: person vehicle id: 4 position: 1554 375
type: person vehicle id: 83 position: 1080 172
type: person vehicle id: 81 position: 389 186
type: person vehicle id: 80 position: 1134 224
type: person vehicle id: 78 position: 1146 233
type: person vehicle id: 74 position: 1451 321
type: person vehicle id: 72 position: 1043 213
type: person vehicle id: 71 position: 398 205
type: person vehicle id: 70 position: 1524 365
type: person vehicle id: 69 position: 443 485
type: person vehicle id: 68 position: 470 257
type: person vehicle id: 63 position: 359 288
type: person vehicle id: 62 position: 229 237
type: person vehicle id: 54 position: 1118 211
type: person vehicle id: 49 position: 1245 257
type: person vehicle id: 48 position: 1220 261
type: car vehicle id: 39 position: 1402 186
type: car vehicle id: 38 position: 957 241
type: car vehicle id: 37 position: 1031 214
type: person vehicle id: 36 position: 732 883
type: person vehicle id: 35 position: 403 506
type: person vehicle id: 34 position: 585 482
type: car vehicle id: 33 position: 938 173
type: car vehicle id: 31 position: 591 12
type: person vehicle id: 30 position: 803 609
type: car vehicle id: 29 position: 739 131
type: person vehicle id: 28 position: 409 272
type: car vehicle id: 27 position: 535 309
type: person vehicle id: 26 position: 691 860
type: person vehicle id: 25 position: 381 281
type: person vehicle id: 23 position: 246 371
type: person vehicle id: 22 position: 331 291
type: person vehicle id: 19 position: 6 507
type: car vehicle id: 17 position: 1854 336
type: person vehicle id: 16 position: 200 519
type: car vehicle id: 15 position: 466 19
type: person vehicle id: 14 position: 1356 307
type: car vehicle id: 12 position: 1634 245
type: person vehicle id: 11 position: 1489 357
type: person vehicle id: 10 position: 186 244
type: person vehicle id: 9 position: 1442 343
type: person vehicle id: 8 position: 829 91
type: person vehicle id: 4 position: 1554 375
type: person vehicle id: 89 position: 392 265
type: person vehicle id: 88 position: 1449 300
type: person vehicle id: 83 position: 1082 177
type: person vehicle id: 81 position: 389 210
type: person vehicle id: 80 position: 1134 221
type: person vehicle id: 78 position: 1150 230
type: person vehicle id: 75 position: 296 88
type: person vehicle id: 72 position: 1042 213
type: person vehicle id: 71 position: 398 206
type: person vehicle id: 70 position: 1522 368
type: person vehicle id: 69 position: 440 486
type: person vehicle id: 68 position: 469 256
type: person vehicle id: 63 position: 359 287
type: person vehicle id: 62 position: 229 237
type: person vehicle id: 54 position: 1119 211
type: person vehicle id: 49 position: 1243 257
type: person vehicle id: 48 position: 1221 260
type: car vehicle id: 39 position: 1402 186
type: car vehicle id: 38 position: 964 244
type: car vehicle id: 37 position: 1031 214
type: person vehicle id: 36 position: 732 883
type: person vehicle id: 35 position: 398 496
type: person vehicle id: 34 position: 587 484
type: car vehicle id: 33 position: 938 174
type: car vehicle id: 31 position: 591 12
type: person vehicle id: 30 position: 806 609
type: car vehicle id: 29 position: 741 133
type: person vehicle id: 28 position: 409 271
type: car vehicle id: 27 position: 526 309
type: person vehicle id: 26 position: 691 860
type: person vehicle id: 25 position: 381 280
type: person vehicle id: 23 position: 244 372
type: person vehicle id: 22 position: 331 290
type: person vehicle id: 19 position: 6 509
type: car vehicle id: 17 position: 1854 336
type: person vehicle id: 16 position: 201 520
type: car vehicle id: 15 position: 467 19
type: person vehicle id: 14 position: 1357 309
type: car vehicle id: 12 position: 1634 245
type: person vehicle id: 11 position: 1489 357
type: person vehicle id: 10 position: 186 244
type: person vehicle id: 9 position: 1443 334
type: person vehicle id: 8 position: 828 91
type: person vehicle id: 6 position: 386 167
type: person vehicle id: 4 position: 1553 375
type: person vehicle id: 88 position: 1448 300
type: person vehicle id: 83 position: 1081 175
type: person vehicle id: 81 position: 390 195
type: person vehicle id: 80 position: 1138 222
type: person vehicle id: 78 position: 1152 230
type: person vehicle id: 75 position: 296 89
type: person vehicle id: 72 position: 1041 214
type: person vehicle id: 71 position: 398 206
type: person vehicle id: 70 position: 1522 366
type: person vehicle id: 69 position: 438 487
type: person vehicle id: 68 position: 472 257
type: person vehicle id: 63 position: 358 287
type: person vehicle id: 62 position: 229 237
type: person vehicle id: 54 position: 1119 212
type: person vehicle id: 49 position: 1241 258
type: person vehicle id: 48 position: 1222 260
type: car vehicle id: 39 position: 1402 186
type: car vehicle id: 38 position: 969 247
type: car vehicle id: 37 position: 1031 214
type: person vehicle id: 36 position: 732 883
type: person vehicle id: 35 position: 396 489
type: person vehicle id: 34 position: 590 486
type: car vehicle id: 33 position: 939 174
type: car vehicle id: 31 position: 592 11
type: person vehicle id: 30 position: 809 610
type: car vehicle id: 29 position: 742 133
type: person vehicle id: 28 position: 409 271
type: car vehicle id: 27 position: 518 310
type: person vehicle id: 26 position: 690 860
type: person vehicle id: 25 position: 380 279
type: person vehicle id: 23 position: 243 371
type: person vehicle id: 22 position: 331 290
type: person vehicle id: 19 position: 6 510
type: car vehicle id: 17 position: 1854 336
type: person vehicle id: 16 position: 201 523
type: car vehicle id: 15 position: 467 19
type: person vehicle id: 14 position: 1358 310
type: car vehicle id: 12 position: 1634 245
type: person vehicle id: 11 position: 1489 356
type: person vehicle id: 10 position: 186 244
type: person vehicle id: 8 position: 827 90
type: person vehicle id: 4 position: 1553 375
type: person vehicle id: 88 position: 1447 300
type: person vehicle id: 83 position: 1081 174
type: person vehicle id: 81 position: 390 190
type: person vehicle id: 80 position: 1139 222
type: person vehicle id: 78 position: 1153 230
type: person vehicle id: 75 position: 296 89
type: person vehicle id: 72 position: 1040 214
type: person vehicle id: 71 position: 398 205
type: person vehicle id: 70 position: 1522 366
type: person vehicle id: 69 position: 437 487
type: person vehicle id: 68 position: 473 258
type: person vehicle id: 63 position: 357 287
type: person vehicle id: 62 position: 230 237
type: person vehicle id: 54 position: 1118 212
type: person vehicle id: 49 position: 1241 258
type: person vehicle id: 48 position: 1222 261
type: car vehicle id: 39 position: 1402 186
type: car vehicle id: 38 position: 971 248
type: car vehicle id: 37 position: 1031 214
type: person vehicle id: 36 position: 732 883
type: person vehicle id: 35 position: 395 486
type: person vehicle id: 34 position: 591 487
type: car vehicle id: 33 position: 939 174
type: car vehicle id: 31 position: 592 10
type: person vehicle id: 30 position: 811 610
type: car vehicle id: 29 position: 742 134
type: person vehicle id: 28 position: 409 271
type: car vehicle id: 27 position: 515 311
type: person vehicle id: 26 position: 690 860
type: person vehicle id: 25 position: 380 279
type: person vehicle id: 23 position: 243 371
type: person vehicle id: 22 position: 331 290
type: person vehicle id: 19 position: 6 510
type: car vehicle id: 17 position: 1854 336
type: person vehicle id: 16 position: 202 523
type: car vehicle id: 15 position: 467 19
type: person vehicle id: 14 position: 1359 311
type: car vehicle id: 12 position: 1635 244
type: person vehicle id: 11 position: 1489 356
type: person vehicle id: 10 position: 186 244
type: person vehicle id: 8 position: 826 90
type: person vehicle id: 4 position: 1553 375
type: person vehicle id: 83 position: 1083 178
type: person vehicle id: 80 position: 1142 224
type: person vehicle id: 78 position: 1154 230
type: person vehicle id: 75 position: 295 89
type: person vehicle id: 74 position: 1444 321
type: person vehicle id: 72 position: 1041 214
type: person vehicle id: 71 position: 400 208
type: person vehicle id: 69 position: 436 486
type: person vehicle id: 68 position: 473 251
type: person vehicle id: 63 position: 357 286
type: person vehicle id: 62 position: 230 236
type: person vehicle id: 54 position: 1119 212
type: person vehicle id: 49 position: 1234 258
type: person vehicle id: 48 position: 1222 260
type: person vehicle id: 40 position: 1462 355
type: car vehicle id: 39 position: 1402 186
type: car vehicle id: 38 position: 977 252
type: car vehicle id: 37 position: 1031 214
type: person vehicle id: 36 position: 731 883
type: person vehicle id: 35 position: 394 485
type: person vehicle id: 34 position: 593 488
type: car vehicle id: 33 position: 939 176
type: car vehicle id: 31 position: 592 11
type: person vehicle id: 30 position: 813 612
type: car vehicle id: 29 position: 744 136
type: person vehicle id: 28 position: 409 270
type: car vehicle id: 27 position: 506 311
type: person vehicle id: 26 position: 691 861
type: person vehicle id: 25 position: 380 274
type: person vehicle id: 23 position: 242 372
type: person vehicle id: 22 position: 331 290
type: person vehicle id: 19 position: 5 510
type: car vehicle id: 17 position: 1854 335
type: person vehicle id: 16 position: 202 526
type: car vehicle id: 15 position: 467 19
type: person vehicle id: 14 position: 1359 311
type: car vehicle id: 12 position: 1636 244
type: person vehicle id: 11 position: 1488 356
type: person vehicle id: 10 position: 186 245
type: person vehicle id: 8 position: 826 89
type: person vehicle id: 4 position: 1553 375
type: person vehicle id: 83 position: 1085 180
type: person vehicle id: 80 position: 1142 225
type: person vehicle id: 78 position: 1155 231
type: person vehicle id: 74 position: 1442 318
type: person vehicle id: 72 position: 1046 213
type: person vehicle id: 71 position: 401 208
type: person vehicle id: 69 position: 434 485
type: person vehicle id: 68 position: 471 244
type: person vehicle id: 63 position: 353 286
type: person vehicle id: 62 position: 230 236
type: person vehicle id: 54 position: 1119 213
type: person vehicle id: 49 position: 1231 258
type: person vehicle id: 40 position: 1462 356
type: car vehicle id: 39 position: 1402 186
type: car vehicle id: 38 position: 982 254
type: car vehicle id: 37 position: 1031 214
type: person vehicle id: 36 position: 731 882
type: person vehicle id: 34 position: 594 490
type: car vehicle id: 33 position: 939 177
type: car vehicle id: 31 position: 592 10
type: person vehicle id: 30 position: 816 616
type: car vehicle id: 29 position: 747 138
type: person vehicle id: 28 position: 409 269
type: car vehicle id: 27 position: 499 312
type: person vehicle id: 26 position: 691 860
type: person vehicle id: 25 position: 379 273
type: person vehicle id: 23 position: 242 373
type: person vehicle id: 22 position: 331 289
type: person vehicle id: 19 position: 5 514
type: car vehicle id: 17 position: 1854 335
type: person vehicle id: 16 position: 203 528
type: car vehicle id: 15 position: 467 19
type: person vehicle id: 14 position: 1360 311
type: car vehicle id: 12 position: 1636 244
type: person vehicle id: 11 position: 1488 356
type: person vehicle id: 10 position: 186 245
type: person vehicle id: 8 position: 825 90
type: person vehicle id: 4 position: 1553 375
type: person vehicle id: 83 position: 1086 181
type: person vehicle id: 80 position: 1143 226
type: person vehicle id: 78 position: 1155 231
type: person vehicle id: 76 position: 480 104
type: person vehicle id: 74 position: 1442 318
type: person vehicle id: 72 position: 1047 212
type: person vehicle id: 71 position: 401 208
type: person vehicle id: 69 position: 434 485
type: person vehicle id: 68 position: 470 242
type: person vehicle id: 67 position: 1037 157
type: person vehicle id: 63 position: 351 286
type: person vehicle id: 62 position: 229 236
type: person vehicle id: 54 position: 1119 214
type: person vehicle id: 49 position: 1230 258
type: person vehicle id: 40 position: 1462 356
type: car vehicle id: 39 position: 1402 186
type: car vehicle id: 38 position: 984 255
type: car vehicle id: 37 position: 1031 214
type: person vehicle id: 36 position: 731 881
type: person vehicle id: 34 position: 594 490
type: car vehicle id: 33 position: 939 178
type: car vehicle id: 31 position: 593 10
type: person vehicle id: 30 position: 817 618
type: car vehicle id: 29 position: 747 138
type: person vehicle id: 28 position: 409 269
type: car vehicle id: 27 position: 496 312
type: person vehicle id: 26 position: 691 860
type: person vehicle id: 25 position: 379 272
type: person vehicle id: 23 position: 242 373
type: person vehicle id: 22 position: 330 288
type: person vehicle id: 20 position: 1484 319
type: person vehicle id: 19 position: 5 516
type: car vehicle id: 17 position: 1854 335
type: person vehicle id: 16 position: 204 529
type: car vehicle id: 15 position: 467 19
type: person vehicle id: 14 position: 1360 312
type: car vehicle id: 12 position: 1636 244
type: person vehicle id: 11 position: 1488 356
type: person vehicle id: 10 position: 186 245
type: person vehicle id: 8 position: 825 91
type: person vehicle id: 6 position: 387 170
type: person vehicle id: 4 position: 1553 375
type: person vehicle id: 83 position: 1087 182
type: person vehicle id: 80 position: 1143 225
type: person vehicle id: 78 position: 1155 231
type: person vehicle id: 76 position: 481 103
type: person vehicle id: 74 position: 1437 312
type: person vehicle id: 72 position: 1045 212
type: person vehicle id: 71 position: 402 207
type: person vehicle id: 69 position: 431 485
type: person vehicle id: 68 position: 472 241
type: person vehicle id: 67 position: 1040 157
type: person vehicle id: 63 position: 353 284
type: person vehicle id: 62 position: 230 237
type: person vehicle id: 58 position: 522 104
type: person vehicle id: 54 position: 1121 215
type: person vehicle id: 49 position: 1230 258
type: person vehicle id: 40 position: 1462 356
type: car vehicle id: 39 position: 1402 186
type: car vehicle id: 38 position: 992 256
type: car vehicle id: 37 position: 1031 213
type: person vehicle id: 36 position: 732 881
type: person vehicle id: 34 position: 595 491
type: car vehicle id: 33 position: 939 179
type: car vehicle id: 31 position: 593 10
type: person vehicle id: 30 position: 819 619
type: car vehicle id: 29 position: 749 141
type: person vehicle id: 28 position: 408 268
type: car vehicle id: 27 position: 488 312
type: person vehicle id: 26 position: 691 860
type: person vehicle id: 25 position: 379 272
type: person vehicle id: 23 position: 241 373
type: person vehicle id: 22 position: 331 287
type: person vehicle id: 20 position: 1488 321
type: car vehicle id: 17 position: 1854 336
type: person vehicle id: 16 position: 204 533
type: car vehicle id: 15 position: 467 19
type: person vehicle id: 14 position: 1361 312
type: car vehicle id: 12 position: 1636 244
type: person vehicle id: 11 position: 1488 357
type: person vehicle id: 10 position: 186 244
type: person vehicle id: 8 position: 825 91
type: person vehicle id: 6 position: 388 170
type: person vehicle id: 4 position: 1553 375
type: person vehicle id: 3 position: 1302 269
type: person vehicle id: 92 position: 437 103
type: person vehicle id: 83 position: 1088 181
type: person vehicle id: 78 position: 1158 235
type: person vehicle id: 76 position: 482 103
type: person vehicle id: 74 position: 1435 310
type: person vehicle id: 72 position: 1044 212
type: person vehicle id: 71 position: 402 207
type: person vehicle id: 69 position: 426 483
type: person vehicle id: 68 position: 473 240
type: person vehicle id: 67 position: 1040 157
type: person vehicle id: 63 position: 354 282
type: person vehicle id: 62 position: 230 236
type: person vehicle id: 58 position: 520 102
type: person vehicle id: 54 position: 1121 216
type: person vehicle id: 49 position: 1229 259
type: bicycle vehicle id: 40 position: 1438 354
type: car vehicle id: 39 position: 1402 186
type: car vehicle id: 38 position: 998 259
type: car vehicle id: 37 position: 1031 212
type: person vehicle id: 36 position: 731 881
type: person vehicle id: 34 position: 597 492
type: car vehicle id: 33 position: 939 180
type: car vehicle id: 31 position: 594 9
type: person vehicle id: 30 position: 822 622
type: car vehicle id: 29 position: 749 143
type: person vehicle id: 28 position: 408 267
type: car vehicle id: 27 position: 481 312
type: person vehicle id: 26 position: 691 860
type: person vehicle id: 25 position: 379 270
type: person vehicle id: 23 position: 240 374
type: person vehicle id: 22 position: 331 286
type: person vehicle id: 20 position: 1488 319
type: car vehicle id: 17 position: 1854 336
type: person vehicle id: 16 position: 205 535
type: car vehicle id: 15 position: 467 19
type: person vehicle id: 14 position: 1362 312
type: car vehicle id: 12 position: 1636 244
type: person vehicle id: 11 position: 1488 358
type: person vehicle id: 10 position: 186 244
type: person vehicle id: 8 position: 824 90
type: person vehicle id: 4 position: 1553 375
type: person vehicle id: 3 position: 1302 269
type: person vehicle id: 92 position: 437 103
type: person vehicle id: 83 position: 1088 182
type: person vehicle id: 78 position: 1159 237
type: person vehicle id: 76 position: 482 103
type: person vehicle id: 74 position: 1434 309
type: person vehicle id: 72 position: 1044 212
type: person vehicle id: 71 position: 402 207
type: person vehicle id: 69 position: 423 483
type: person vehicle id: 68 position: 473 240
type: person vehicle id: 67 position: 1040 157
type: person vehicle id: 63 position: 355 281
type: person vehicle id: 62 position: 231 236
type: person vehicle id: 58 position: 519 101
type: person vehicle id: 54 position: 1121 216
type: person vehicle id: 49 position: 1230 260
type: bicycle vehicle id: 40 position: 1430 353
type: car vehicle id: 39 position: 1402 186
type: car vehicle id: 38 position: 1000 261
type: car vehicle id: 37 position: 1031 213
type: person vehicle id: 36 position: 730 881
type: person vehicle id: 34 position: 597 492
type: car vehicle id: 33 position: 939 180
type: car vehicle id: 31 position: 594 9
type: person vehicle id: 30 position: 823 623
type: car vehicle id: 29 position: 750 143
type: person vehicle id: 28 position: 408 267
type: car vehicle id: 27 position: 478 312
type: person vehicle id: 26 position: 690 860
type: person vehicle id: 25 position: 379 270
type: person vehicle id: 23 position: 240 374
type: person vehicle id: 22 position: 331 285
type: person vehicle id: 20 position: 1488 318
type: car vehicle id: 17 position: 1854 336
type: person vehicle id: 16 position: 205 536
type: car vehicle id: 15 position: 468 19
type: person vehicle id: 14 position: 1363 312
type: car vehicle id: 12 position: 1636 244
type: person vehicle id: 11 position: 1488 358
type: person vehicle id: 10 position: 186 244
type: person vehicle id: 8 position: 823 89
type: person vehicle id: 4 position: 1553 375
type: person vehicle id: 3 position: 1302 268
type: person vehicle id: 92 position: 439 103
type: person vehicle id: 83 position: 1090 184
type: person vehicle id: 78 position: 1162 238
type: person vehicle id: 76 position: 483 103
type: person vehicle id: 74 position: 1432 309
type: person vehicle id: 72 position: 1046 212
type: person vehicle id: 71 position: 403 207
type: person vehicle id: 69 position: 418 482
type: person vehicle id: 68 position: 472 241
type: person vehicle id: 63 position: 354 280
type: person vehicle id: 62 position: 231 236
type: person vehicle id: 58 position: 517 102
type: person vehicle id: 54 position: 1121 216
type: bicycle vehicle id: 40 position: 1428 353
type: car vehicle id: 39 position: 1402 186
type: car vehicle id: 38 position: 1007 265
type: car vehicle id: 37 position: 1031 213
type: person vehicle id: 36 position: 731 880
type: person vehicle id: 34 position: 598 491
type: car vehicle id: 33 position: 939 180
type: car vehicle id: 31 position: 594 9
type: person vehicle id: 30 position: 826 622
type: car vehicle id: 29 position: 751 145
type: person vehicle id: 28 position: 408 266
type: car vehicle id: 27 position: 468 315
type: person vehicle id: 26 position: 690 860
type: person vehicle id: 25 position: 379 270
type: person vehicle id: 23 position: 240 375
type: person vehicle id: 22 position: 330 285
type: person vehicle id: 20 position: 1491 329
type: car vehicle id: 17 position: 1854 335
type: person vehicle id: 16 position: 206 537
type: car vehicle id: 15 position: 467 18
type: person vehicle id: 14 position: 1364 313
type: car vehicle id: 12 position: 1636 244
type: person vehicle id: 11 position: 1488 360
type: person vehicle id: 10 position: 186 244
type: person vehicle id: 8 position: 823 90
type: person vehicle id: 4 position: 1555 375
type: person vehicle id: 3 position: 1302 268
type: person vehicle id: 92 position: 440 104
type: person vehicle id: 78 position: 1164 240
type: person vehicle id: 76 position: 484 104
type: person vehicle id: 74 position: 1431 310
type: person vehicle id: 72 position: 1045 212
type: person vehicle id: 71 position: 403 207
type: person vehicle id: 69 position: 417 482
type: person vehicle id: 68 position: 472 242
type: person vehicle id: 63 position: 353 279
type: person vehicle id: 62 position: 231 236
type: person vehicle id: 58 position: 516 106
type: person vehicle id: 54 position: 1122 217
type: bicycle vehicle id: 40 position: 1428 353
type: car vehicle id: 39 position: 1402 186
type: car vehicle id: 38 position: 1013 268
type: car vehicle id: 37 position: 1031 212
type: person vehicle id: 36 position: 731 880
type: person vehicle id: 34 position: 599 491
type: car vehicle id: 33 position: 939 180
type: car vehicle id: 31 position: 594 8
type: person vehicle id: 30 position: 829 625
type: car vehicle id: 29 position: 752 147
type: person vehicle id: 28 position: 407 263
type: car vehicle id: 27 position: 459 315
type: person vehicle id: 26 position: 690 860
type: person vehicle id: 25 position: 379 268
type: person vehicle id: 23 position: 240 375
type: person vehicle id: 22 position: 331 284
type: person vehicle id: 20 position: 1492 324
type: car vehicle id: 17 position: 1854 335
type: person vehicle id: 16 position: 206 538
type: car vehicle id: 15 position: 467 18
type: person vehicle id: 14 position: 1366 313
type: car vehicle id: 12 position: 1635 244
type: person vehicle id: 11 position: 1488 360
type: person vehicle id: 10 position: 186 244
type: person vehicle id: 8 position: 822 90
type: person vehicle id: 4 position: 1555 375
type: person vehicle id: 3 position: 1302 268
type: person vehicle id: 92 position: 440 104
type: person vehicle id: 80 position: 1144 228
type: person vehicle id: 78 position: 1165 240
type: person vehicle id: 76 position: 484 104
type: person vehicle id: 74 position: 1431 310
type: person vehicle id: 72 position: 1045 212
type: person vehicle id: 71 position: 402 206
type: person vehicle id: 69 position: 416 482
type: person vehicle id: 68 position: 473 242
type: person vehicle id: 63 position: 353 278
type: person vehicle id: 62 position: 230 236
type: person vehicle id: 58 position: 516 107
type: person vehicle id: 54 position: 1122 217
type: person vehicle id: 48 position: 1234 261
type: bicycle vehicle id: 40 position: 1428 354
type: car vehicle id: 39 position: 1402 186
type: car vehicle id: 38 position: 1015 269
type: car vehicle id: 37 position: 1031 212
type: person vehicle id: 36 position: 731 880
type: person vehicle id: 34 position: 599 491
type: car vehicle id: 33 position: 939 180
type: car vehicle id: 31 position: 594 8
type: person vehicle id: 30 position: 830 627
type: car vehicle id: 29 position: 752 147
type: person vehicle id: 28 position: 407 263
type: car vehicle id: 27 position: 456 316
type: person vehicle id: 26 position: 690 860
type: person vehicle id: 25 position: 379 267
type: person vehicle id: 23 position: 240 375
type: person vehicle id: 22 position: 331 284
type: person vehicle id: 20 position: 1492 322
type: car vehicle id: 17 position: 1854 334
type: person vehicle id: 16 position: 206 538
type: car vehicle id: 15 position: 467 18
type: person vehicle id: 14 position: 1366 313
type: car vehicle id: 12 position: 1634 244
type: person vehicle id: 11 position: 1488 360
type: person vehicle id: 10 position: 186 244
type: person vehicle id: 8 position: 821 90
type: person vehicle id: 4 position: 1555 375
type: person vehicle id: 3 position: 1302 268
type: person vehicle id: 92 position: 442 104
type: person vehicle id: 81 position: 393 185
type: person vehicle id: 78 position: 1168 235
type: person vehicle id: 76 position: 484 104
type: person vehicle id: 74 position: 1429 310
type: person vehicle id: 72 position: 1045 213
type: person vehicle id: 71 position: 402 207
type: person vehicle id: 69 position: 410 482
type: person vehicle id: 68 position: 475 241
type: person vehicle id: 63 position: 355 276
type: person vehicle id: 62 position: 230 236
type: person vehicle id: 58 position: 514 110
type: person vehicle id: 54 position: 1121 218
type: person vehicle id: 48 position: 1232 258
type: bicycle vehicle id: 40 position: 1428 353
type: car vehicle id: 39 position: 1402 186
type: car vehicle id: 38 position: 1022 272
type: car vehicle id: 37 position: 1031 213
type: person vehicle id: 36 position: 731 880
type: person vehicle id: 34 position: 600 492
type: car vehicle id: 33 position: 940 180
type: car vehicle id: 31 position: 594 8
type: person vehicle id: 30 position: 832 630
type: car vehicle id: 29 position: 754 148
type: person vehicle id: 28 position: 408 261
type: car vehicle id: 27 position: 447 314
type: person vehicle id: 26 position: 690 860
type: person vehicle id: 25 position: 379 267
type: person vehicle id: 23 position: 237 378
type: person vehicle id: 22 position: 331 281
type: person vehicle id: 20 position: 1493 322
type: car vehicle id: 17 position: 1854 332
type: person vehicle id: 16 position: 207 538
type: car vehicle id: 15 position: 467 18
type: person vehicle id: 14 position: 1367 312
type: car vehicle id: 12 position: 1634 244
type: person vehicle id: 11 position: 1489 360
type: person vehicle id: 10 position: 186 245
type: person vehicle id: 8 position: 820 90
type: person vehicle id: 4 position: 1555 375
type: person vehicle id: 3 position: 1301 267
type: person vehicle id: 94 position: 1696 397
type: person vehicle id: 92 position: 442 104
type: person vehicle id: 81 position: 396 189
type: person vehicle id: 78 position: 1171 233
type: person vehicle id: 76 position: 484 103
type: person vehicle id: 74 position: 1429 309
type: person vehicle id: 72 position: 1040 213
type: person vehicle id: 71 position: 402 207
type: person vehicle id: 69 position: 408 481
type: person vehicle id: 68 position: 476 241
type: person vehicle id: 63 position: 356 274
type: person vehicle id: 62 position: 230 236
type: person vehicle id: 58 position: 511 107
type: person vehicle id: 54 position: 1123 218
type: person vehicle id: 48 position: 1233 257
type: person vehicle id: 40 position: 1443 356
type: car vehicle id: 39 position: 1402 186
type: car vehicle id: 38 position: 1027 275
type: car vehicle id: 37 position: 1031 212
type: person vehicle id: 36 position: 731 881
type: person vehicle id: 34 position: 601 492
type: car vehicle id: 33 position: 940 180
type: car vehicle id: 31 position: 595 8
type: person vehicle id: 30 position: 833 637
type: car vehicle id: 29 position: 754 149
type: person vehicle id: 28 position: 408 259
type: car vehicle id: 27 position: 440 315
type: person vehicle id: 26 position: 689 860
type: person vehicle id: 25 position: 378 265
type: person vehicle id: 23 position: 235 380
type: person vehicle id: 22 position: 331 280
type: person vehicle id: 20 position: 1494 322
type: car vehicle id: 17 position: 1854 331
type: person vehicle id: 16 position: 208 539
type: car vehicle id: 15 position: 466 18
type: person vehicle id: 14 position: 1370 313
type: car vehicle id: 12 position: 1636 245
type: person vehicle id: 11 position: 1489 360
type: person vehicle id: 10 position: 186 245
type: person vehicle id: 8 position: 819 90
type: person vehicle id: 4 position: 1555 374
type: person vehicle id: 3 position: 1301 267
type: person vehicle id: 94 position: 1696 397
type: person vehicle id: 92 position: 442 104
type: person vehicle id: 83 position: 1091 183
type: person vehicle id: 81 position: 397 190
type: person vehicle id: 78 position: 1172 233
type: person vehicle id: 76 position: 485 103
type: person vehicle id: 74 position: 1429 309
type: person vehicle id: 73 position: 1527 328
type: person vehicle id: 72 position: 1039 213
type: person vehicle id: 71 position: 402 207
type: person vehicle id: 70 position: 1524 361
type: person vehicle id: 69 position: 407 480
type: person vehicle id: 68 position: 476 241
type: person vehicle id: 63 position: 356 273
type: person vehicle id: 62 position: 230 236
type: person vehicle id: 58 position: 509 106
type: person vehicle id: 54 position: 1124 218
type: person vehicle id: 48 position: 1233 258
type: person vehicle id: 40 position: 1449 357
type: car vehicle id: 39 position: 1402 186
type: car vehicle id: 38 position: 1029 276
type: car vehicle id: 37 position: 1031 212
type: person vehicle id: 36 position: 731 881
type: person vehicle id: 34 position: 601 492
type: car vehicle id: 33 position: 940 180
type: car vehicle id: 31 position: 595 7
type: person vehicle id: 30 position: 834 640
type: car vehicle id: 29 position: 754 149
type: person vehicle id: 28 position: 408 258
type: car vehicle id: 27 position: 438 315
type: person vehicle id: 26 position: 689 860
type: person vehicle id: 25 position: 378 265
type: person vehicle id: 23 position: 234 381
type: person vehicle id: 22 position: 331 279
type: person vehicle id: 20 position: 1494 322
type: car vehicle id: 17 position: 1854 331
type: person vehicle id: 16 position: 208 539
type: car vehicle id: 15 position: 466 18
type: person vehicle id: 14 position: 1371 313
type: car vehicle id: 12 position: 1636 245
type: person vehicle id: 11 position: 1489 360
type: person vehicle id: 10 position: 186 245
type: person vehicle id: 8 position: 819 90
type: person vehicle id: 6 position: 390 176
type: person vehicle id: 4 position: 1555 373
type: person vehicle id: 3 position: 1301 267
type: person vehicle id: 94 position: 1696 397
type: person vehicle id: 92 position: 443 104
type: person vehicle id: 83 position: 1092 184
type: person vehicle id: 81 position: 397 190
type: person vehicle id: 76 position: 489 103
type: person vehicle id: 74 position: 1425 310
type: person vehicle id: 73 position: 1526 329
type: person vehicle id: 71 position: 404 208
type: person vehicle id: 70 position: 1522 360
type: person vehicle id: 69 position: 406 480
type: person vehicle id: 68 position: 478 244
type: person vehicle id: 62 position: 230 236
type: person vehicle id: 58 position: 506 106
type: person vehicle id: 54 position: 1125 218
type: person vehicle id: 49 position: 1227 232
type: person vehicle id: 48 position: 1231 256
type: person vehicle id: 40 position: 1451 357
type: car vehicle id: 39 position: 1402 186
type: car vehicle id: 38 position: 1037 277
type: car vehicle id: 37 position: 1032 212
type: person vehicle id: 36 position: 731 881
type: person vehicle id: 34 position: 604 494
type: car vehicle id: 33 position: 940 180
type: car vehicle id: 31 position: 595 7
type: person vehicle id: 30 position: 838 644
type: car vehicle id: 29 position: 756 150
type: person vehicle id: 28 position: 408 254
type: person vehicle id: 27 position: 428 312
type: person vehicle id: 26 position: 690 860
type: person vehicle id: 25 position: 378 263
type: person vehicle id: 23 position: 233 379
type: person vehicle id: 22 position: 331 278
